c_custkey,c_name,c_address,c_city,c_nation,c_region,c_phone,c_mktsegment
1155,Customer#000001155,"HmnpD,ia4tkt2HK",INDIA    7,INDIA,ASIA,18-333-888-8618,MACHINERY
1156,Customer#000001156,Y8JlPzRN7PgckWF7pwOZr1B,KENYA    8,KENYA,AFRICA,24-962-368-3523,HOUSEHOLD
1157,Customer#000001157,"Y OJ72vIFkCLLes,eLBDHlL4",SAUDI ARA7,SAUDI ARABIA,MIDDLE EAST,30-868-947-1151,HOUSEHOLD
1158,Customer#000001158,QyqFYOaNwd6ROms8v59FD7P,IRAN     0,IRAN,MIDDLE EAST,20-263-427-8796,MACHINERY
1159,Customer#000001159,jqD4AX2,BRAZIL   1,BRAZIL,AMERICA,12-176-851-5565,HOUSEHOLD
1160,Customer#000001160,xUVKZR9okqUU1jt9CcpLMfX,UNITED ST2,UNITED STATES,AMERICA,34-539-811-6674,AUTOMOBILE
1161,Customer#000001161,sanTzZbUaBpoUKR,ROMANIA  7,ROMANIA,EUROPE,29-376-476-3692,MACHINERY
1162,Customer#000001162,QVdZYKRnUtiMEC,BRAZIL   5,BRAZIL,AMERICA,12-319-745-1408,AUTOMOBILE
1163,Customer#000001163,WWLpNnF92,BRAZIL   3,BRAZIL,AMERICA,12-738-302-2342,BUILDING
1164,Customer#000001164,"44Ld9EcY8Vhq4,5DNdvQqnIu",ALGERIA  8,ALGERIA,AFRICA,10-308-606-7773,HOUSEHOLD
1165,Customer#000001165,KTg73l,INDONESIA3,INDONESIA,ASIA,19-538-728-6104,MACHINERY
1166,Customer#000001166,5WlqkebgOhmMPsFO,PERU     5,PERU,AMERICA,27-155-396-7616,MACHINERY
1167,Customer#000001167,Ld2kcPkGhxY,ROMANIA  7,ROMANIA,EUROPE,29-421-403-9852,FURNITURE
1168,Customer#000001168,LEqDBwbb,PERU     9,PERU,AMERICA,27-746-769-7890,FURNITURE
1169,Customer#000001169,0X2adj2t99mu6,EGYPT    9,EGYPT,MIDDLE EAST,14-708-644-8998,MACHINERY
1170,Customer#000001170,qdJzz6O5XUxzJm,INDIA    8,INDIA,ASIA,18-976-259-9388,HOUSEHOLD
1171,Customer#000001171,lQycosfzf6Se,INDIA    7,INDIA,ASIA,18-345-763-5234,HOUSEHOLD
1172,Customer#000001172,ArN MgSESOaQIissiA1SYC,KENYA    6,KENYA,AFRICA,24-887-525-9315,FURNITURE
1173,Customer#000001173,VqPHTZH9V10l2a,CHINA    8,CHINA,ASIA,28-729-630-8987,FURNITURE
1174,Customer#000001174,sPRsMPd80h,EGYPT    6,EGYPT,MIDDLE EAST,14-753-365-9994,AUTOMOBILE
1175,Customer#000001175,DFHTDg2Kp1WYUedqKRo5Uv,EGYPT    7,EGYPT,MIDDLE EAST,14-544-332-4550,FURNITURE
1176,Customer#000001176,"6,uO,z3deEdPx6h0Akq",IRAN     3,IRAN,MIDDLE EAST,20-425-716-3547,BUILDING
1177,Customer#000001177,K1bdaTQRa9fr08,KENYA    5,KENYA,AFRICA,24-469-776-4539,FURNITURE
1178,Customer#000001178,"50,XdGYI4aSWu2tpC",INDONESIA4,INDONESIA,ASIA,19-504-368-5987,HOUSEHOLD
1179,Customer#000001179,ify8XEZunAEdl8Vf1O,ROMANIA  8,ROMANIA,EUROPE,29-986-427-8764,AUTOMOBILE
1180,Customer#000001180,IiWayxIIoz01fcK7,JORDAN   4,JORDAN,MIDDLE EAST,23-213-387-3335,BUILDING
1181,Customer#000001181,"2ll2ICs7K,x8HcJc",IRAN     6,IRAN,MIDDLE EAST,20-350-885-2317,AUTOMOBILE
1182,Customer#000001182,Cf lTmZ0,FRANCE   8,FRANCE,EUROPE,16-246-927-6074,AUTOMOBILE
1183,Customer#000001183,"BNiA97LBEwz4C,dlztIWBt",ARGENTINA5,ARGENTINA,AMERICA,11-239-528-2710,BUILDING
1184,Customer#000001184,"f,NNXaX,G,3",IRAQ     2,IRAQ,MIDDLE EAST,21-605-903-3007,BUILDING
1185,Customer#000001185,t0NdSYLm7,KENYA    5,KENYA,AFRICA,24-475-488-7723,BUILDING
1186,Customer#000001186,PHVmMgPhhUfbNtDtBC,UNITED KI4,UNITED KINGDOM,EUROPE,33-436-900-4501,BUILDING
1187,Customer#000001187,5ZkN6h Xwa,IRAN     8,IRAN,MIDDLE EAST,20-258-449-6408,AUTOMOBILE
1188,Customer#000001188,cyvClYHdaRAUrkPci,MOROCCO  4,MOROCCO,AFRICA,25-826-793-6480,MACHINERY
1189,Customer#000001189,APD1oQh87,IRAN     2,IRAN,MIDDLE EAST,20-582-797-3122,HOUSEHOLD
1190,Customer#000001190,ivs4Rdyul94nD5CWJ3,MOROCCO  4,MOROCCO,AFRICA,25-805-568-6053,MACHINERY
1191,Customer#000001191,hRhTNKi3npZGKxPzi5N9,ROMANIA  0,ROMANIA,EUROPE,29-937-127-3890,AUTOMOBILE
1192,Customer#000001192,TnPyeYgFCp2Wc,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,30-561-103-5122,BUILDING
1193,Customer#000001193,LNgA jB0tQfQa8lN,INDIA    0,INDIA,ASIA,18-393-128-9130,AUTOMOBILE
1194,Customer#000001194,es4gPJbgZC,VIETNAM  5,VIETNAM,ASIA,31-670-112-5044,FURNITURE
1195,Customer#000001195,UZEE3x,EGYPT    6,EGYPT,MIDDLE EAST,14-853-266-7057,FURNITURE
1196,Customer#000001196,9XzvXBr8n46x6,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,30-905-459-3952,BUILDING
1197,Customer#000001197,SqZf7oL,ALGERIA  7,ALGERIA,AFRICA,10-805-690-1846,FURNITURE
1198,Customer#000001198,"A,FIvCevQiqaRrsbHC",CHINA    6,CHINA,ASIA,28-422-203-8428,AUTOMOBILE
1199,Customer#000001199," ah1haqK2 22,Kb",MOZAMBIQU9,MOZAMBIQUE,AFRICA,26-643-275-8135,AUTOMOBILE
1200,Customer#000001200,Zbltzxf,RUSSIA   2,RUSSIA,EUROPE,32-566-785-6289,HOUSEHOLD
1201,Customer#000001201,gLo85h4Cst5ckn40ZKR6403,IRAN     7,IRAN,MIDDLE EAST,20-994-265-8339,BUILDING
1202,Customer#000001202,v7JanJgNk00 6riOxoobrKj,ALGERIA  0,ALGERIA,AFRICA,10-720-109-4385,BUILDING
1203,Customer#000001203,SB7AWLKKLgD8A,MOZAMBIQU0,MOZAMBIQUE,AFRICA,26-993-780-6774,MACHINERY
1204,Customer#000001204,"buBo5KAYu,cv40sL1rq",SAUDI ARA0,SAUDI ARABIA,MIDDLE EAST,30-332-547-7897,HOUSEHOLD
1205,Customer#000001205,",qfnTldWiv0",INDIA    9,INDIA,ASIA,18-679-706-1096,HOUSEHOLD
1206,Customer#000001206,OusH40LtGOlYGhrLdSJ16,SAUDI ARA2,SAUDI ARABIA,MIDDLE EAST,30-872-322-3433,HOUSEHOLD
1207,Customer#000001207,zn1MYmFiukI LRu1DUd,CANADA   7,CANADA,AMERICA,13-707-959-9348,AUTOMOBILE
1208,Customer#000001208,frxf8mkUi bGgauAjVw,ETHIOPIA 2,ETHIOPIA,AFRICA,15-507-149-7712,BUILDING
1209,Customer#000001209,"c4,,KNdBacJxKUNMy3LpHBvN",EGYPT    2,EGYPT,MIDDLE EAST,14-390-140-3365,HOUSEHOLD
1210,Customer#000001210,"Q67f4,gijstaGxcnv6evn",MOZAMBIQU7,MOZAMBIQUE,AFRICA,26-274-496-6960,AUTOMOBILE
1211,Customer#000001211,koqoPYqFSRKUdAj7hSA,CHINA    2,CHINA,ASIA,28-892-235-8707,HOUSEHOLD
1212,Customer#000001212,HHI5fMQNzAVz6XqVe2vt9xr3,RUSSIA   4,RUSSIA,EUROPE,32-876-771-7164,HOUSEHOLD
1213,Customer#000001213,Xq7f297OAfM,GERMANY  9,GERMANY,EUROPE,17-604-485-5526,HOUSEHOLD
1214,Customer#000001214,nq7BdVEr kyDqq,EGYPT    9,EGYPT,MIDDLE EAST,14-588-705-2608,BUILDING
1215,Customer#000001215,DqwfxT5O9KSld,MOZAMBIQU8,MOZAMBIQUE,AFRICA,26-954-607-5326,MACHINERY
1216,Customer#000001216,p8LZpQlJhJyOEwLzc,CANADA   2,CANADA,AMERICA,13-307-306-8692,AUTOMOBILE
1217,Customer#000001217,ONGW2pTFE7,JAPAN    7,JAPAN,ASIA,22-246-120-5754,FURNITURE
1218,Customer#000001218,"i2dw6Clk,NotTQheJFYsg",RUSSIA   6,RUSSIA,EUROPE,32-897-843-2620,AUTOMOBILE
1219,Customer#000001219,HbZugWPMrQTy4Vha,EGYPT    4,EGYPT,MIDDLE EAST,14-832-601-3029,FURNITURE
1220,Customer#000001220,zPtMOzYje3XT7,CHINA    4,CHINA,ASIA,28-496-603-4437,FURNITURE
1221,Customer#000001221,XEEMIuE,RUSSIA   2,RUSSIA,EUROPE,32-278-374-9593,FURNITURE
1222,Customer#000001222,"KDU8sGbWnATlSRId3j,y",IRAQ     5,IRAQ,MIDDLE EAST,21-524-173-1344,AUTOMOBILE
1223,Customer#000001223,"1i,P9MokmV",IRAQ     8,IRAQ,MIDDLE EAST,21-787-260-1556,BUILDING
1224,Customer#000001224,c4cvK2gzpCmhaTBu,INDIA    8,INDIA,ASIA,18-684-209-1084,HOUSEHOLD
1225,Customer#000001225,pKQdCH,IRAQ     9,IRAQ,MIDDLE EAST,21-969-538-4715,MACHINERY
1226,Customer#000001226,kg9ZsD,ALGERIA  9,ALGERIA,AFRICA,10-389-673-9030,FURNITURE
1227,Customer#000001227,lI7ViAchZsi71m ,UNITED KI9,UNITED KINGDOM,EUROPE,33-815-928-1369,FURNITURE
1228,Customer#000001228,M501eVBHZDJwwPDMzM5,JAPAN    1,JAPAN,ASIA,22-937-592-5811,AUTOMOBILE
1229,Customer#000001229,Pzw Ll,INDONESIA2,INDONESIA,ASIA,19-582-390-6176,FURNITURE
1230,Customer#000001230,"c TtuP9DMUeIFCn,C90NZS",UNITED KI3,UNITED KINGDOM,EUROPE,33-148-316-6372,MACHINERY
1231,Customer#000001231,Bh4yuOgEg4P,INDONESIA7,INDONESIA,ASIA,19-215-897-5399,AUTOMOBILE
1232,Customer#000001232,"u23N7zC,WC",CHINA    7,CHINA,ASIA,28-337-677-6483,MACHINERY
1233,Customer#000001233,hNE3Qx,MOROCCO  7,MOROCCO,AFRICA,25-425-435-3864,MACHINERY
1234,Customer#000001234,"qXcJPk,e9hn0l,",ARGENTINA4,ARGENTINA,AMERICA,11-976-916-8306,FURNITURE
1235,Customer#000001235,BrZmrig1AJ,UNITED ST4,UNITED STATES,AMERICA,34-285-512-9067,BUILDING
1236,Customer#000001236,C7mmb3FDaptIVVS,IRAQ     6,IRAQ,MIDDLE EAST,21-927-450-7081,MACHINERY
1237,Customer#000001237,soamMB9r0O,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,30-908-704-5003,BUILDING
1238,Customer#000001238,kkohiZT09ijaO8Y01nOh,FRANCE   7,FRANCE,EUROPE,16-194-756-6301,BUILDING
1239,Customer#000001239,1gTvdji,SAUDI ARA8,SAUDI ARABIA,MIDDLE EAST,30-944-305-1436,FURNITURE
1240,Customer#000001240,4PwJtr39GxyHym8aEu,EGYPT    2,EGYPT,MIDDLE EAST,14-833-461-5939,FURNITURE
1241,Customer#000001241,UWE4SJBLw,CANADA   7,CANADA,AMERICA,13-566-527-9390,HOUSEHOLD
1242,Customer#000001242,FqSP6BpU4AemMYD a,BRAZIL   1,BRAZIL,AMERICA,12-148-955-7830,BUILDING
1243,Customer#000001243,L0A8wu2GKHoOofrPuuVAuSJq,KENYA    1,KENYA,AFRICA,24-977-879-2346,MACHINERY
1244,Customer#000001244,jXn PJgvbXOuz,ETHIOPIA 7,ETHIOPIA,AFRICA,15-705-205-8653,BUILDING
1245,Customer#000001245,"sufD8Ls2T,B",EGYPT    9,EGYPT,MIDDLE EAST,14-777-704-2095,FURNITURE
1246,Customer#000001246,ROKx6BVpi8t,EGYPT    0,EGYPT,MIDDLE EAST,14-860-238-2408,BUILDING
1247,Customer#000001247,BV0cKYMs4XI86yPwgr,ALGERIA  4,ALGERIA,AFRICA,10-677-971-4905,MACHINERY
1248,Customer#000001248,"M,3USQ",INDIA    8,INDIA,ASIA,18-161-419-6384,AUTOMOBILE
1249,Customer#000001249,vRxG1EdI6eWBpb3umXMBRKM,GERMANY  6,GERMANY,EUROPE,17-730-179-7629,BUILDING
1250,Customer#000001250,gpbzsDRm5qTSzPPO2FTm,INDONESIA9,INDONESIA,ASIA,19-451-644-7838,AUTOMOBILE
1251,Customer#000001251,XqH6WPWnWqffvau1FqhkwpiK,UNITED ST4,UNITED STATES,AMERICA,34-311-225-1271,MACHINERY
1252,Customer#000001252,yYc6nquQQt4W,JAPAN    9,JAPAN,ASIA,22-811-458-3601,MACHINERY
1253,Customer#000001253,Z mLqZf9UfH63HCfuizwWS2,ARGENTINA7,ARGENTINA,AMERICA,11-442-128-2785,BUILDING
1254,Customer#000001254,wNksVpEr,CHINA    3,CHINA,ASIA,28-654-947-6633,HOUSEHOLD
1255,Customer#000001255,7oUiXZhHp6VYyW4LnMrMZ,KENYA    2,KENYA,AFRICA,24-239-487-1955,FURNITURE
1256,Customer#000001256, duWjPhXVBR1I,MOROCCO  8,MOROCCO,AFRICA,25-242-270-7219,MACHINERY
1257,Customer#000001257,H3UtxMvVNLh K,BRAZIL   0,BRAZIL,AMERICA,12-974-598-1668,HOUSEHOLD
1258,Customer#000001258,tgX7gLg5x,CANADA   2,CANADA,AMERICA,13-940-298-3762,AUTOMOBILE
1259,Customer#000001259,s2aOYa9ah5UGFZsv4K,SAUDI ARA0,SAUDI ARABIA,MIDDLE EAST,30-147-516-2776,HOUSEHOLD
1260,Customer#000001260,"EBN KAV2AB0tDwaz0ov,U",BRAZIL   8,BRAZIL,AMERICA,12-432-186-2226,MACHINERY
1261,Customer#000001261,F4zUESa,SAUDI ARA0,SAUDI ARABIA,MIDDLE EAST,30-966-583-8374,BUILDING
1262,Customer#000001262,yXR49ln,CANADA   9,CANADA,AMERICA,13-972-634-9470,MACHINERY
1263,Customer#000001263,f3qWw0v,INDONESIA8,INDONESIA,ASIA,19-777-313-6429,MACHINERY
1264,Customer#000001264,xoZ2KWArcRsr,MOZAMBIQU8,MOZAMBIQUE,AFRICA,26-582-138-8697,MACHINERY
1265,Customer#000001265,p7P7iqr172ug682XYg,UNITED ST5,UNITED STATES,AMERICA,34-208-401-3922,MACHINERY
1266,Customer#000001266,g4TzJADCof7HhgajSmlT9i,CANADA   7,CANADA,AMERICA,13-520-541-7567,MACHINERY
1267,Customer#000001267,DXNyQytiM4wl9CGZvJ4,UNITED ST9,UNITED STATES,AMERICA,34-951-119-6203,BUILDING
1268,Customer#000001268,9jDUjCcY53qvX9hmbuHamkQ,UNITED ST4,UNITED STATES,AMERICA,34-347-925-5872,BUILDING
1269,Customer#000001269,IYJvhkoeB hSjaNhTnBM,IRAN     2,IRAN,MIDDLE EAST,20-750-945-2045,BUILDING
1270,Customer#000001270,kbOxgpmy6scX,JORDAN   4,JORDAN,MIDDLE EAST,23-950-597-6395,MACHINERY
1271,Customer#000001271,9TLEjOG,KENYA    1,KENYA,AFRICA,24-329-168-1291,HOUSEHOLD
1272,Customer#000001272,KsecRP,VIETNAM  3,VIETNAM,ASIA,31-985-585-5168,FURNITURE
1273,Customer#000001273,V9KF9bNi5RFlS7,JAPAN    0,JAPAN,ASIA,22-581-396-9191,AUTOMOBILE
1274,Customer#000001274,NjhDmU,UNITED ST2,UNITED STATES,AMERICA,34-133-279-5869,AUTOMOBILE
1275,Customer#000001275,h6y5XDltYguxs,SAUDI ARA3,SAUDI ARABIA,MIDDLE EAST,30-222-437-7307,MACHINERY
1276,Customer#000001276,PV6q5NTZebxEM bRL,MOZAMBIQU8,MOZAMBIQUE,AFRICA,26-965-399-4552,AUTOMOBILE
1277,Customer#000001277,Zm7cCb4,KENYA    8,KENYA,AFRICA,24-986-738-5501,BUILDING
1278,Customer#000001278,dprhp4sVLKK3z2mRoF4,ETHIOPIA 9,ETHIOPIA,AFRICA,15-201-771-9025,HOUSEHOLD
1279,Customer#000001279,MG sfROzAoEv6,KENYA    8,KENYA,AFRICA,24-652-714-8086,BUILDING
1280,Customer#000001280,YqEpl5QA,MOZAMBIQU4,MOZAMBIQUE,AFRICA,26-331-549-2024,HOUSEHOLD
1281,Customer#000001281,CMGthBsMiahkcS,IRAQ     8,IRAQ,MIDDLE EAST,21-135-437-2467,AUTOMOBILE
1282,Customer#000001282,BM2jqqGLYZ1V,KENYA    7,KENYA,AFRICA,24-454-520-9987,FURNITURE
1283,Customer#000001283,"VhMf4nynm9cp0,gt4p0iV3zS",ALGERIA  4,ALGERIA,AFRICA,10-359-399-4989,AUTOMOBILE
1284,Customer#000001284, NHrbpzifnVEchLnxiiPA,CHINA    4,CHINA,ASIA,28-570-500-9765,BUILDING
1285,Customer#000001285,Wjt0QInshbz1lMhNN98Mg,ROMANIA  5,ROMANIA,EUROPE,29-986-991-1839,HOUSEHOLD
1286,Customer#000001286,mbXQlxJ9e8h,JAPAN    6,JAPAN,ASIA,22-315-177-8462,MACHINERY
1287,Customer#000001287,ToQGzlzohchX,MOROCCO  6,MOROCCO,AFRICA,25-704-266-2935,MACHINERY
1288,Customer#000001288,wan77pG8k,CANADA   9,CANADA,AMERICA,13-757-359-6861,HOUSEHOLD
1289,Customer#000001289,dkPW2fGC,UNITED ST7,UNITED STATES,AMERICA,34-941-762-4541,MACHINERY
1290,Customer#000001290,"0bR69G,2X i",UNITED ST0,UNITED STATES,AMERICA,34-980-717-9488,MACHINERY
1291,Customer#000001291,OKXJGOjIiRtAGTFYYWY,GERMANY  6,GERMANY,EUROPE,17-323-409-2180,BUILDING
1292,Customer#000001292,b5 Y38nces5O,VIETNAM  1,VIETNAM,ASIA,31-677-485-8489,BUILDING
1293,Customer#000001293,nTRNpfodFVv3pvyE8zHx,JAPAN    8,JAPAN,ASIA,22-796-419-9244,HOUSEHOLD
1294,Customer#000001294,"n15igJzF Wg,b",UNITED KI6,UNITED KINGDOM,EUROPE,33-832-993-2803,AUTOMOBILE
1295,Customer#000001295,HNMNXQ,UNITED ST3,UNITED STATES,AMERICA,34-350-120-2910,BUILDING
1296,Customer#000001296,Pfqt7iOLnX8WJg,ETHIOPIA 2,ETHIOPIA,AFRICA,15-210-412-7721,MACHINERY
1297,Customer#000001297,"XaD2mN,g3ccXt IOgFN",VIETNAM  4,VIETNAM,ASIA,31-397-783-2293,HOUSEHOLD
1298,Customer#000001298,yHqb2cp f41CiukCx4EuD,MOROCCO  6,MOROCCO,AFRICA,25-214-695-2065,AUTOMOBILE
1299,Customer#000001299,xEY7jE3 egADVuwc,IRAQ     2,IRAQ,MIDDLE EAST,21-243-672-4974,HOUSEHOLD
1300,Customer#000001300,"6E4ZNef5Qa3,xNU",UNITED KI1,UNITED KINGDOM,EUROPE,33-565-138-3230,BUILDING
1301,Customer#000001301,"D9,GjMfUk4Klr5bo0EeZ",IRAN     7,IRAN,MIDDLE EAST,20-736-824-5989,MACHINERY
1302,Customer#000001302,xtiEaXq,INDONESIA5,INDONESIA,ASIA,19-815-127-1409,MACHINERY
1303,Customer#000001303,"fQ Lp,FoozZe1",ETHIOPIA 6,ETHIOPIA,AFRICA,15-489-905-9207,MACHINERY
1304,Customer#000001304,",z3yCO9ylwq",IRAQ     0,IRAQ,MIDDLE EAST,21-565-694-9621,AUTOMOBILE
1305,Customer#000001305,"vjKvAPZB,MgLVlSiGmTsx2",UNITED KI8,UNITED KINGDOM,EUROPE,33-697-760-7269,MACHINERY
1306,Customer#000001306,039liBqOVIFigk,JAPAN    2,JAPAN,ASIA,22-956-730-8661,MACHINERY
1307,Customer#000001307,grcq59laQxcST,CANADA   2,CANADA,AMERICA,13-755-117-7537,MACHINERY
1308,Customer#000001308,eNCwIUnRKhsxZKHbv2cGjq9,CHINA    7,CHINA,ASIA,28-275-292-5975,MACHINERY
1309,Customer#000001309,vQcJGUXPHMH2 5OWs1XUP0kx,IRAN     7,IRAN,MIDDLE EAST,20-108-892-4321,AUTOMOBILE
1310,Customer#000001310,Qd0r3CzMlDQH19JY,PERU     9,PERU,AMERICA,27-112-377-2843,HOUSEHOLD
1311,Customer#000001311,AOLLYgTVwgWmc6Qc,JORDAN   7,JORDAN,MIDDLE EAST,23-369-744-8780,FURNITURE
1312,Customer#000001312,MVsKeqWejff8jQ30,CANADA   7,CANADA,AMERICA,13-784-527-9935,BUILDING
1313,Customer#000001313,ruW7iXHPjwR26QQmxm6,UNITED KI1,UNITED KINGDOM,EUROPE,33-831-659-1744,MACHINERY
1314,Customer#000001314,RxdWySRQtG,ARGENTINA2,ARGENTINA,AMERICA,11-458-421-7729,HOUSEHOLD
1315,Customer#000001315,WhRWZ4,IRAN     0,IRAN,MIDDLE EAST,20-683-446-1665,AUTOMOBILE
1316,Customer#000001316,"EEPB9, AcNG6nw",ETHIOPIA 8,ETHIOPIA,AFRICA,15-662-459-4512,BUILDING
1317,Customer#000001317,RUeZvO,KENYA    7,KENYA,AFRICA,24-940-989-5599,AUTOMOBILE
1318,Customer#000001318,u q8hrAvUTca,KENYA    2,KENYA,AFRICA,24-987-388-4413,BUILDING
1319,Customer#000001319,"PVeZgPjU,",INDONESIA4,INDONESIA,ASIA,19-664-832-4585,MACHINERY
1320,Customer#000001320,TKEQDVJsBxh6z3TFg,MOROCCO  2,MOROCCO,AFRICA,25-810-300-8541,MACHINERY
1321,Customer#000001321,O4NXeK,IRAN     6,IRAN,MIDDLE EAST,20-644-770-2274,FURNITURE
1322,Customer#000001322,YVHiXS KijpiWbv,JORDAN   8,JORDAN,MIDDLE EAST,23-532-924-9245,FURNITURE
1323,Customer#000001323,AR9UCH3,UNITED KI0,UNITED KINGDOM,EUROPE,33-781-817-1440,HOUSEHOLD
1324,Customer#000001324,VA8Z1oBq2 SQmnR3Jr,GERMANY  6,GERMANY,EUROPE,17-472-427-4447,AUTOMOBILE
1325,Customer#000001325,rKxrx2wIU3xT,GERMANY  6,GERMANY,EUROPE,17-814-492-1424,HOUSEHOLD
1326,Customer#000001326,EQfxgT3g6b,VIETNAM  4,VIETNAM,ASIA,31-203-685-7821,HOUSEHOLD
1327,Customer#000001327,gp5epvHF,JAPAN    1,JAPAN,ASIA,22-876-774-5282,MACHINERY
1328,Customer#000001328,MHgFgmtu7aa,IRAN     7,IRAN,MIDDLE EAST,20-812-639-3782,AUTOMOBILE
1329,Customer#000001329,bXrBMMlqO n2,PERU     0,PERU,AMERICA,27-949-561-2278,BUILDING
1330,Customer#000001330,fk2WbU,ARGENTINA4,ARGENTINA,AMERICA,11-793-928-3242,BUILDING
1331,Customer#000001331,FHQq k,INDIA    5,INDIA,ASIA,18-893-435-8218,BUILDING
1332,Customer#000001332,",hesWEPoFLPu",CHINA    1,CHINA,ASIA,28-252-625-7296,FURNITURE
1333,Customer#000001333,DRCUFHtYg2Ll1YO9uV,BRAZIL   6,BRAZIL,AMERICA,12-484-847-9516,AUTOMOBILE
1334,Customer#000001334,"L1Gua3YqQXDrnUL,c",ETHIOPIA 4,ETHIOPIA,AFRICA,15-656-890-6862,BUILDING
1335,Customer#000001335,"6MaqhG5A1KG,QN7v8B1",IRAN     0,IRAN,MIDDLE EAST,20-674-562-9631,BUILDING
1336,Customer#000001336,nWeM7gD87idF4Gfo,MOZAMBIQU2,MOZAMBIQUE,AFRICA,26-714-881-1338,AUTOMOBILE
1337,Customer#000001337,roqehNY3NvZpo,RUSSIA   3,RUSSIA,EUROPE,32-166-456-2309,MACHINERY
1338,Customer#000001338,TduVwYOglrfgXMHkNe,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,30-789-331-1347,BUILDING
1339,Customer#000001339,"bkIIa,IenEggfqj 1QrfVS",EGYPT    3,EGYPT,MIDDLE EAST,14-417-450-5341,MACHINERY
1340,Customer#000001340,O29aYz,VIETNAM  5,VIETNAM,ASIA,31-475-738-8227,HOUSEHOLD
1341,Customer#000001341,EVNDpAp6jDemDQKGo ,CHINA    7,CHINA,ASIA,28-365-133-1400,MACHINERY
1342,Customer#000001342,mnU6dBLz2ehGLX1,MOZAMBIQU0,MOZAMBIQUE,AFRICA,26-500-263-4736,MACHINERY
1343,Customer#000001343,5yofhqNtO,CHINA    7,CHINA,ASIA,28-737-218-4651,AUTOMOBILE
1344,Customer#000001344,SV38vn1nYY,ETHIOPIA 0,ETHIOPIA,AFRICA,15-492-922-6990,AUTOMOBILE
1345,Customer#000001345,YZsOCQmp0UgI,INDONESIA1,INDONESIA,ASIA,19-470-267-5365,BUILDING
1346,Customer#000001346,PxvsY3wHr5h,IRAN     4,IRAN,MIDDLE EAST,20-764-188-4293,FURNITURE
1347,Customer#000001347,UC3M u,UNITED ST8,UNITED STATES,AMERICA,34-174-661-7603,HOUSEHOLD
1348,Customer#000001348,pKyOno2eDw ,UNITED KI3,UNITED KINGDOM,EUROPE,33-227-107-9153,MACHINERY
1349,Customer#000001349,kwFDl gcNEYRkM,CHINA    3,CHINA,ASIA,28-227-849-7731,AUTOMOBILE
1350,Customer#000001350,MO07oDYsApS7XoVjP,CANADA   8,CANADA,AMERICA,13-524-582-1728,AUTOMOBILE
1351,Customer#000001351,e2elLHdFokD7,ARGENTINA7,ARGENTINA,AMERICA,11-334-921-5346,FURNITURE
1352,Customer#000001352,44W3SpCEbCW,SAUDI ARA2,SAUDI ARABIA,MIDDLE EAST,30-102-243-6615,FURNITURE
1353,Customer#000001353,pszOeV,ARGENTINA8,ARGENTINA,AMERICA,11-155-378-1656,MACHINERY
1354,Customer#000001354,Awkm ryVzxjABxuwyf,JORDAN   7,JORDAN,MIDDLE EAST,23-872-341-1949,MACHINERY
1355,Customer#000001355,PZ UkSSIusgaGw66YgBJ l,SAUDI ARA8,SAUDI ARABIA,MIDDLE EAST,30-649-408-5594,AUTOMOBILE
1356,Customer#000001356,Y8fsqJ4WbIKDl6mZWX,ETHIOPIA 8,ETHIOPIA,AFRICA,15-426-823-2422,HOUSEHOLD
1357,Customer#000001357,9ZPnjelGnm,MOROCCO  4,MOROCCO,AFRICA,25-861-837-2140,BUILDING
1358,Customer#000001358,zYXKzGW7N54A71JRr,CANADA   1,CANADA,AMERICA,13-218-444-2269,BUILDING
1359,Customer#000001359,mV3y7aVgM,IRAQ     5,IRAQ,MIDDLE EAST,21-992-958-9639,FURNITURE
1360,Customer#000001360,vMQ7U5UnVUS6gog7SU,ROMANIA  5,ROMANIA,EUROPE,29-645-941-2149,MACHINERY
1361,Customer#000001361,dqj9PdV98S1tlyZVMTKF3eW,JORDAN   3,JORDAN,MIDDLE EAST,23-428-682-4988,HOUSEHOLD
1362,Customer#000001362,mgtvKQ,GERMANY  7,GERMANY,EUROPE,17-913-275-9532,MACHINERY
1363,Customer#000001363,F2Q0tryfE4ZEoKFM,JORDAN   9,JORDAN,MIDDLE EAST,23-406-701-6501,HOUSEHOLD
1364,Customer#000001364,"jd ew0Zy6h5l89enPpF,D",ROMANIA  2,ROMANIA,EUROPE,29-651-389-8060,BUILDING
1365,Customer#000001365,ocILHLhgHF9KDBbiXOjf,PERU     1,PERU,AMERICA,27-361-492-1713,MACHINERY
1366,Customer#000001366,"xX2qQ,JAWaPTlNBgKWhJ0Q",SAUDI ARA2,SAUDI ARABIA,MIDDLE EAST,30-973-269-8886,HOUSEHOLD
1367,Customer#000001367,"LdS,XHT,XB2Z2",RUSSIA   8,RUSSIA,EUROPE,32-936-670-3499,HOUSEHOLD
1368,Customer#000001368,XbuhA26iefsmJM,MOROCCO  8,MOROCCO,AFRICA,25-192-617-7717,BUILDING
1369,Customer#000001369,"A37vct6,QYRGWdH",IRAN     4,IRAN,MIDDLE EAST,20-978-965-1419,AUTOMOBILE
